# set xran [0.0:0.49497890310677745]
# plot for [ii=2:49] 'pyband.dat' u 1:ii with line lc rgb '#000' t ''
# 
    0.1812   -15.5954   -15.1021   -14.0567   -13.8173    -7.2949    -6.5460    -3.7200    -3.7193    -3.6543    -3.6534    -3.3503    -2.5367    -2.5327    -2.4742    -2.4716    -2.2982    -1.1315    -0.4637     1.7408     1.7450     1.9611     1.9662     2.0447     2.0509     2.2114     2.2128     4.2164     4.5687     4.9560     5.4818     6.9278     7.7877     8.1206     8.9539     9.2420     9.7333     9.7354    10.0086    10.0139    11.5614    11.8114    11.8296    11.8575    12.2423    12.2615    12.6499    14.4062    15.1257
    0.1884   -15.5891   -15.0965   -14.0540   -13.8148    -7.2873    -6.5392    -3.7372    -3.7135    -3.6672    -3.6479    -3.3702    -2.5932    -2.5435    -2.4826    -2.4729    -2.2417    -1.1327    -0.4722     1.7341     1.7531     1.9480     1.9598     2.0421     2.0571     2.1953     2.2054     4.2323     4.5896     4.9726     5.5076     6.9361     7.8171     8.1506     8.9484     9.2428     9.7181     9.7544     9.9954    10.0280    11.5545    11.7892    11.8166    11.8648    12.1724    12.2634    12.6640    14.4161    15.1279
    0.1956   -15.5701   -15.0797   -14.0457   -13.8073    -7.2646    -6.5191    -3.7899    -3.7074    -3.6941    -3.6293    -3.4260    -2.7181    -2.5737    -2.5155    -2.4455    -2.1460    -1.1367    -0.4980     1.7079     1.7842     1.9086     1.9395     2.0190     2.0946     2.1468     2.1871     4.2758     4.6512     5.0232     5.5845     6.9606     7.9032     8.2383     8.9297     9.2427     9.6782     9.8109     9.9456    10.0856    11.4959    11.7123    11.8165    11.8975    11.9980    12.2682    12.6884    14.4294    15.1266
    0.2028   -15.5387   -15.0518   -14.0320   -13.7949    -7.2272    -6.4860    -3.8746    -3.7720    -3.6624    -3.5987    -3.5089    -2.8617    -2.6246    -2.5709    -2.4039    -2.0545    -1.1444    -0.5420     1.6678     1.8337     1.8443     1.9065     1.9872     2.0782     2.1561     2.1582     4.3384     4.7474     5.1115     5.7108     7.0012     8.0398     8.3782     8.8929     9.2345     9.6288     9.8680     9.9124    10.1797    11.3293    11.6640    11.7275    11.8477    11.9603    12.2747    12.7062    14.4305    14.9666
    0.2100   -15.4950   -15.0131   -14.0129   -13.7777    -7.1756    -6.4406    -3.9875    -3.8584    -3.6194    -3.6093    -3.5565    -3.0120    -2.6968    -2.6490    -2.3573    -1.9759    -1.1577    -0.6050     1.6186     1.7543     1.8567     1.9094     1.9466     2.0082     2.1167     2.2432     4.4135     4.8630     5.2462     5.8825     7.0575     8.2174     8.5609     8.8340     9.2086     9.5869     9.8002    10.0337    10.3063    11.1023    11.4495    11.6523    11.8256    12.0384    12.2813    12.7129    14.3685    14.7003
    0.2173   -15.4395   -14.9640   -13.9887   -13.7558    -7.1106    -6.3842    -4.1236    -3.9628    -3.7215    -3.5644    -3.5036    -3.1642    -2.7911    -2.7497    -2.3111    -1.9127    -1.1787    -0.6872     1.5654     1.6480     1.8036     1.8865     1.9622     1.9916     2.0721     2.3503     4.4988     4.9818     5.4337     6.0934     7.1296     8.4223     8.7389     8.7886     9.1589     9.5585     9.7398    10.1843    10.4566    10.8639    11.1705    11.6118    11.8071    12.1210    12.2853    12.7084    14.2707    14.5668
    0.2245   -15.3726   -14.9047   -13.9596   -13.7295    -7.0333    -6.3181    -4.2776    -4.0810    -3.8382    -3.5006    -3.4411    -3.3154    -2.9080    -2.8714    -2.2684    -1.8656    -1.2096    -0.7879     1.5112     1.5338     1.7414     1.8181     1.9420     2.0020     2.1099     2.4756     4.5942     5.0981     5.6684     6.3356     7.2179     8.6139     8.6764     8.9951     9.0993     9.5339     9.7036    10.3423    10.6003    10.6569    10.9108    11.5652    11.7793    12.1978    12.2817    12.7003    14.1054    14.3558
    0.2317   -15.2948   -14.8358   -13.9258   -13.6989    -6.9453    -6.2443    -4.4443    -4.2082    -3.9560    -3.4638    -3.4295    -3.3707    -3.0475    -3.0110    -2.2310    -1.8343    -1.2528    -0.9049     1.4098     1.4700     1.6732     1.7563     1.9240     1.9635     2.2220     2.6158     4.7005     5.2150     5.9349     6.6005     7.3239     8.5402     8.8374     8.9994     9.2379     9.5073     9.6904    10.3988    10.5658    10.6024    10.8396    11.5320    11.7391    12.2490    12.2743    12.7075    13.9072    14.0998
    0.2389   -15.2068   -14.7580   -13.8876   -13.6644    -6.8482    -6.1654    -4.6183    -4.3395    -4.0720    -3.6082    -3.3550    -3.2958    -3.2059    -3.1649    -2.2000    -1.8185    -1.3096    -1.0344     1.2950     1.4321     1.6021     1.7032     1.8832     1.9657     2.3461     2.7670     4.8184     5.3362     6.2159     6.8782     7.4499     8.4401     8.8441     9.0600     9.3567     9.5233     9.6846    10.3159    10.4341    10.6710    10.9517    11.5436    11.6888    12.2136    12.3194    12.7521    13.7184    13.8391
    0.2461   -15.1093   -14.6719   -13.8454   -13.6263    -6.7445    -6.0848    -4.7945    -4.4695    -4.1841    -3.7493    -3.3930    -3.3306    -3.2718    -3.2130    -2.1761    -1.8172    -1.3805    -1.1712     1.1877     1.4035     1.5337     1.6560     1.8484     1.9900     2.4761     2.9253     4.9481     5.4641     6.4930     7.1565     7.5983     8.3530     8.7431     9.1400     9.3269     9.5660     9.6929    10.3082    10.3740    10.7159    11.0410    11.5895    11.6495    12.1535    12.3871    12.8407    13.4871    13.5639
